location,salmon_lifestage,region,date_of_collection,slice_conc_PPB,dish,louse_sex,louse_stage,Trial_start,temp_0_hrs,temp_1_hrs,temp_6_hrs,temp_12_hrs,temp_18_hrs,temp_24_hrs,dead,moribund,live,avg_temp_0_6_12_18_24hrs,dead_and_moribund,Ethanol_vial#,comments
unknown,Adult,Clayoquot,2019/08/18,125,32,M,P1,12:15,13,11,11,10,11,12,1,0,0,11.33,1,,
unknown,Adult,Clayoquot,2019/08/18,125,32,M,P2,12:15,13,11,11,10,11,12,1,0,0,11.33,1,,
unknown,Adult,Clayoquot,2019/08/18,125,32,M,P2,12:15,13,11,11,10,11,12,1,0,0,11.33,1,,
unknown,Adult,Clayoquot,2019/08/18,125,32,M,A,12:15,13,11,11,10,11,12,0,1,0,11.33,1,,
unknown,Adult,Clayoquot,2019/08/18,125,32,M,P2,12:15,13,11,11,10,11,12,0,0,1,11.33,0,,
unknown,Adult,Clayoquot,2019/08/18,125,32,M,P2,12:15,13,11,11,10,11,12,1,0,0,11.33,1,,
unknown,Adult,Clayoquot,2019/08/18,125,32,M,A,12:15,13,11,11,10,11,12,0,0,1,11.33,0,,
unknown,Adult,Clayoquot,2019/08/18,125,32,M,A,12:15,13,11,11,10,11,12,0,0,1,11.33,0,,
unknown,Adult,Clayoquot,2019/08/18,125,32,F,P1,12:15,13,11,11,10,11,12,1,0,0,11.33,1,,
unknown,Adult,Clayoquot,2019/08/18,125,32,F,P2,12:15,13,11,11,10,11,12,0,0,1,11.33,0,,
unknown,Adult,Clayoquot,2019/08/18,125,32,F,P2,12:15,13,11,11,10,11,12,0,0,1,11.33,0,,
unknown,Adult,Clayoquot,2019/08/18,250,33,F,P2,12:15,13,11,11,10,11,12,1,0,0,11.33,1,,
unknown,Adult,Clayoquot,2019/08/18,250,33,F,P1,12:15,13,11,11,10,11,12,1,0,0,11.33,1,,
unknown,Adult,Clayoquot,2019/08/18,250,33,M,P2,12:15,13,11,11,10,11,12,0,0,1,11.33,0,,
unknown,Adult,Clayoquot,2019/08/18,250,33,M,P1,12:15,13,11,11,10,11,12,0,1,0,11.33,1,,
unknown,Adult,Clayoquot,2019/08/18,250,33,M,A,12:15,13,11,11,10,11,12,1,0,0,11.33,1,,
unknown,Adult,Clayoquot,2019/08/18,250,33,M,A,12:15,13,11,11,10,11,12,1,0,0,11.33,1,,
unknown,Adult,Clayoquot,2019/08/18,250,33,F,P2,12:15,13,11,11,10,11,12,0,1,0,11.33,1,,
unknown,Adult,Clayoquot,2019/08/18,500,34,M,A,12:15,13,11,11,10,11,12,1,0,0,11.33,1,,
unknown,Adult,Clayoquot,2019/08/18,500,34,M,P2,12:15,13,11,11,10,11,12,1,0,0,11.33,1,,
unknown,Adult,Clayoquot,2019/08/18,500,34,M,P2,12:15,13,11,11,10,11,12,1,0,0,11.33,1,,
unknown,Adult,Clayoquot,2019/08/18,500,34,M,A,12:15,13,11,11,10,11,12,1,0,0,11.33,1,,
unknown,Adult,Clayoquot,2019/08/18,500,34,F,P1,12:15,13,11,11,10,11,12,1,0,0,11.33,1,,
unknown,Adult,Clayoquot,2019/08/18,500,34,F,P2,12:15,13,11,11,10,11,12,0,1,0,11.33,1,,
unknown,Adult,Clayoquot,2019/08/18,500,34,F,P2,12:15,13,11,11,10,11,12,1,0,0,11.33,1,,
